ZipCode/Item,,,,2022-0281 Bighorn Sheep Tag Drawing Application (Nonres),2022-0280 Bighorn Sheep Tag Drawing Application (Res),,2022-1500 Carrizo Plain ER - Chimineas Unit Apprentice Deer Draw Application,2022-1152 Deer Tag Drawing Application - 1st Deer (Lifetime Licensee),2022-1151 Deer Tag Drawing Application - 1st Deer (Nonres),2022-1150 Deer Tag Drawing Application - 1st Deer (Res),,2022-1161 Deer Tag Drawing Application - 2nd Deer (Nonres),2022-1160 Deer Tag Drawing Application - 2nd Deer (Res),,2022-0211 Elk Tag Drawing Application (Nonres),,2022-0210 Elk Tag Drawing Application (Res),,2022-6086 Hunter Education Instructor Only - Deer - Open Zone Drawing Application,,2022-0201 Pronghorn Antelope Tag Drawing Application (Nonres),2022-0200 Pronghorn Antelope Tag Drawing Application (Res),2022-1700 Tehama Wildlife Area G1 Deer Hunt Access Permit Application,2022-1131 Bear Tag (Nonres),2022-1132 Bear Tag (Res - Junior),2022-1130 Bear Tag (Res),2022-4511 Bighorn Sheep Tag (Nonres),2022-4510 Bighorn Sheep Tag (Res),2022-4513 Bighorn Sheep Tag - Fundraising (Nonres),2022-4512 Bighorn Sheep Tag - Fundraising (Res),2022-1542 Deer Exception Exchange 1st Deer Tag,2022-1543 Deer Exception Exchange 2nd Deer Tag,2022-1540 Deer Exchange 1st Deer Tag,2022-1541 Deer Exchange 2nd Deer Tag,2022-1341 Deer Tag  - 2nd Deer  (Nonres),2022-1342 Deer Tag  - 2nd Deer (Draw Issued),2022-1349 Deer Tag  - 2nd Deer (Unsuccessful Draw),2022-1344 Deer Tag  - Fundraising 2nd Deer  (Res),2022-1343 Deer Tag  - Military 2nd Deer  (Res),2022-1142 Deer Tag - 1st Deer (Draw Issued),2022-1143 Deer Tag - 1st Deer (Lifetime Licensee),2022-1141 Deer Tag - 1st Deer (Nonres),2022-1140 Deer Tag - 1st Deer (Res),2022-1149 Deer Tag - 1st Deer (Unsuccessful Draw),2022-9145 Deer Tag - 1st Deer Landowner (Lifetime Licensee),2022-1146 Deer Tag - 1st Deer Landowner (Nonres),2022-1145 Deer Tag - 1st Deer Landowner (Res),2022-9143 Deer Tag - 1st Deer Landowner (Unsuccessful Draw),2022-9144 Deer Tag - 1st Deer Military (Lifetime Licensee),2022-9142 Deer Tag - 1st Deer Military (Unsuccessful Draw),2022-1340 Deer Tag - 2nd Deer (Res),2022-1351 Deer Tag - 2nd Deer Landowner (Res),2022-9141 Deer Tag - Military 1st Deer (Nonres) ,2022-1144 Deer Tag - Military 1st Deer (Res),2022-3371 Elk Tag (Nonres),2022-3376 Elk Tag (Res - Junior),2022-3370 Elk Tag (Res),2022-3381 Elk Tag - Fundraising (Nonres),2022-3380 Elk Tag - Fundraising (Res),2022-3378 Elk Tag - Hunter Ed Instructor Incentive Program SHARE (Res),2022-3390 Elk Tag - Sec 555 Landowner (Res),2022-3375 Elk Tag - SHARE (Nonres),2022-3379 Elk Tag - SHARE (Res - Junior),2022-3374 Elk Tag - SHARE (Res),2022-5050 PLM Bear,2022-5000 PLM Deer Tag (Antlerless),2022-5010 PLM Deer Tag (Buck),2022-5110 PLM Deer Tag (Either-Sex),2022-5080 PLM Elk Tag (Antlerless),2022-5040 PLM Elk Tag (Bull),2022-5020 PLM Pronghorn Antelope Tag (Buck),2022-4331 Pronghorn Antelope Tag (Nonres),2022-4335 Pronghorn Antelope Tag (Res - Junior),2022-4330 Pronghorn Antelope Tag (Res),2022-4332 Pronghorn Antelope Tag - Fundraising (Res),2022-4711 Wild Pig Tag (Nonres),2022-4710 Wild Pig Tag (Res),2022-4717 Wild Pig Tag - Lifetime (up to 5 Free),"2022-6210 Big Game Tag Return Processing Fee (Antelope, Bighorn Sheep, and Elk)",2022-1190 Deer Tag Non-Reporting Fee,2022-1191 Deer Tag Non-Reporting Fee (Manual),2022-6807 Fundraising Donation - Bighorn Sheep,2022-6808 Fundraising Donation - Deer,2022-6805 Fundraising Donation - Elk,2022-6806 Fundraising Donation - Pronghorn Antelope,2022-1195 Offset Fee - Resident to Nonresident 1st Deer Tag,2022-7204 Refund - Nonresident 1st Deer Drawing Application,2022-7203 Refund - Nonresident 2nd Deer Drawing Application,2022-3320 Hunting License  - Disabled Veteran,2022-3321 Hunting License  - Recovering Service Member,2022-1110 Hunting License (Junior),2022-1117 Hunting License (Junior) - Lifetime,2022-1120 Hunting License (Nonres),2022-1100 Hunting License (Res),2022-1107 Hunting License - Lifetime,2022-1220 Hunting 1-Day License (Nonres) Game Bird Club,2022-1170 Hunting 2-Day License (Nonres),2022-3350 Disabled Archer Permit,2022-3351 Disabled Archer Permit - Temporary,2022-0150 Harvest Information Program (HIP) Validation,2022-7180 Hunter Education Certificate (Dup),2022-7505 Hunter Education Class Pre-Registration,2022-1457 SHARE Big Game Hunts Multi Choice Application,2022-1456 SHARE Bird Hunts Multi Choice Application,2022-1466 SHARE Elk Multi-Choice Draw Application,2022-1454 SHARE Elk Private Lands Management Area (PLM) Draw Application,2022-5060 PLM Turkey Tag,2022-5070 PLM Upland Game Bird Seal,2022-1600 Dove Hunt Drawing Application,2022-1607 Fall Turkey Hunt Drawing Application,2022-1602 Little Dry Creek Family Pheasant Hunt Drawing Application,2022-1601 Quail/Chukar Hunt Drawing Application,2022-1603 Spring Turkey Hunt Drawing Application - All Junior Hunts,2022-1606 Spring Turkey Hunt Drawing Application - Archery Only,2022-1605 Spring Turkey Hunt Drawing Application - Balance of Season,2022-1604 Spring Turkey Hunt Drawing Application - Opening Weekend,2022-1480 Upland Game Bird Validation,2022-1487 Upland Game Bird Validation- Lifetime,2022-1440 Type A Wildlife Area Season Pass,2022-1430 Type B Wildlife Area Season Pass ,2022-1411 Type A Wildlife Area Pass (1-Day),2022-1410 Type A Wildlife Area Pass (1-Day) - Two Day Package Constituent,2022-1420 Wildlife Area Pass (2-Day Package),2022-1494 Waterfowl Active Military and Veteran Weekend  Mobility Impaired Hunts Application,2022-1492 Waterfowl Active Military and Veteran Weekend Application,2022-1400 Waterfowl Multi Choice Application,2022-1401 Waterfowl Multi Choice Application (Mobility Impaired Hunts),2022-1490 Waterfowl Season Long Application,2022-1491 Waterfowl Season Long Application (Mobility Impaired Hunts),2022-1180 California Duck Validation,2022-1187 California Duck Validation - Lifetime,Grand Total
95358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
95360,,,,,,,,,,2,,,,,,,2,,,,,2,,,,8,,,,,,,,,,,,,,,,,23,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,7,,,,,,,,,1,,4,,1,46,,,,,,21,,1,,,,,,,,,,,,,,,25,,4,,3,12,6,,,,,,,18,,215
95361,,,,,17,,,1,,221,,,,,,,51,,,,,36,,1,10,124,,,,,,,,,,,,,,0,1,1,184,6,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,1,64,5,,116,,,,,,,,,8,,70,2,7,759,4,,2,4,,415,,2,,,,,,,,,,,,,,,489,1,47,,59,240,120,,,293,,108,,267,,3906
95363,,,,,,,,,,11,,,,,,,2,,,,,2,,,1,23,,,,,,,,,,,,,,,1,,44,1,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,1,47,1,,20,,,,,,,,,2,,9,,,142,1,,1,1,,55,,6,,,,,,,,,,,,,,,91,1,13,,17,34,17,,,,,,,45,,626
95364,,,,,,,,1,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,8,1,,,,,4,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,1,33
95366,,,,,3,,,,,8,,,,,,,4,,,,,4,,,,2,,,,,,,,,,,,,,0,,1,20,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,4,,,,,,,,,2,,10,,2,98,1,,,,,52,1,,,,,,,,,,,,,,,,48,1,1,,2,8,4,,,,,,,34,1,338
95369,,,,,1,,,,,11,,,,,,,4,,,,,2,,,,13,,,,,,,,,,,,,,,,,16,1,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,11,,,,,,,,,1,,6,,,47,,,1,1,,27,,1,,,,,,,,,,,,,,,36,,,,4,,,,,,,,,13,,249
95370,,,,,11,,,1,,193,,,,,,,44,,,,,25,,1,12,156,,,,,,,,,,,,,,0,3,2,317,8,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,77,18,,113,,,,,,,,,23,,55,,10,695,11,,2,4,,445,2,8,,,,,,,,,,,,,,,428,4,8,,58,138,69,,,11,150,366,,133,3,3743
95375,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
95376,,,,,,,,,,1,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,,,,,,,,0,,4,,,45,,,,,,22,,,,,,,,,,,,,,,,,35,,1,,5,28,14,,,,,,,9,,195
95377,,,,,,,,,,12,,,,,,,2,,,,,1,,,,6,,,,,,,,,,,,,,,,,22,1,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,1,22,,,5,,,,,,,,,1,,3,,,81,,,,,,28,,,,,,,,,,,,,,,,,34,,2,,20,20,10,,,,,,,21,,304
95380,,,,,3,,,2,,248,,,,,,,33,,,,,22,,,7,154,,,,,,,,,,,,,,0,2,,241,7,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,1,187,11,,136,,,,,,,,,11,,56,2,1,982,10,,5,3,,505,1,2,,,,,,,,,,,,,,,526,3,79,1,178,302,151,,,34,,52,,323,3,4443
95383,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,8,1,,,,,2,,,,,,,,,,,,,,,,,5,1,,,2,,,,,,,,,1,1,30
95385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2
95386,,,,,8,,,,,99,,,1,,,,22,,,,,17,,,3,72,,,,,,,,,,,,,,,1,,80,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,38,4,,52,,,,,,,,,3,,29,1,2,296,3,,,4,,159,,1,,,,,,,,,,,,,,,198,2,12,,45,76,38,,,,42,72,,105,2,1552
95401,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,40,2,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,1,29,,,10,,,,,,,,,1,,3,,1,91,3,,2,,,25,,,,,,,,,,,,,,,,,41,,3,1,4,,,,,,,,,20,1,297
95403,,,,,5,,,2,,27,,,,,,,15,,,,,8,,,4,43,,,,,,,,,,,,,,,2,,164,9,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,2,166,13,,44,,,,,,,,,3,,21,1,3,407,17,,3,1,,147,2,,,,,,,,,,,,,,,,182,5,1,,8,44,22,,,,,,,107,4,1565
95409,,,,,2,,,,,9,,,,,,,6,,,,,5,,,,4,,,,,,,,,,,,,,,,,37,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,6,,,,,,,,,,,1,,,76,0,,1,,,20,,,,,,,,,,,,,,,,,37,0,,,8,2,1,,,,,,,19,0,286
95410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,7,,,,,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,28
95422,,,,,2,,,1,,16,,,,,,,12,,,,,4,,2,3,51,,,,,,,,,2,,,,,,2,2,185,10,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,2,71,11,,43,,,,,,,,,9,,15,,8,284,6,,,4,,103,,4,,,,,,,,,,,,,,,128,5,3,2,11,50,25,,,112,,,,70,4,1367
95423,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,0,7,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,1,,,,1,10,,,,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,2,,52
95428,,,,,,,,,,2,,,,,,,1,,,,,2,,1,,16,,,,,,,,,,,,,,,1,2,31,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,,8,,,,,,,,,,,2,,2,36,1,,,,,14,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,165
95436,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,11,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,5,,,,,,,,,,,2,,,18,0,,,,,4,,,,,,,,,,,,,,,,,5,0,,,1,,,,,,,,,3,0,73
95437,,,,,3,,,,,39,,,,,,,12,,,,,6,,,2,69,,,,,,,,,,,,,,0,,2,215,5,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,70,4,,69,,,,,,,,,4,,17,1,3,307,3,,1,4,,84,,,,,4,,,,,,,,,,,,103,2,2,,3,10,5,,,,,,,54,2,1267
95445,,,,,1,,,,,8,,,,,,,9,,,,,1,,,,5,,,,,,,,,,,,,,,1,,58,4,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,22,,,,,,,,,2,,11,,,65,1,,,,,8,,,,,,,,,,,,,,,,,18,1,,,,,,,,,,,,7,1,261
95446,,,,,,,,,,8,,,,,,,6,,,,,3,,,,3,,,,,,,,,,,,,,,,,14,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,6,,,,,,,,,,,1,,,33,1,,,,,10,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,8,,128
95448,,,,,1,,,,,18,,,,,,,6,,,,,2,,,,29,,,,,,,,,1,,,,,0,3,2,149,10,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,117,14,,49,,,,,,,,,7,,18,1,2,225,10,,,,,58,,1,,,,,,,,,,,,,,,63,1,1,,11,26,13,,,,5,,,46,1,965
95450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
95451,,,,,3,,,,,41,,,,,,,24,,,,,16,,,,28,,,,,,,,,,,,,,,,,167,9,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,49,,,,,,,,,5,,24,1,,251,3,,4,3,,102,,,,,,,,,,,,,,,,,122,1,1,,7,10,5,,,,,,,44,,1081
95453,,,,,3,,,1,,9,,,,,,,9,,,,,4,,1,,27,,,,,,,,,,,,,,0,,,112,4,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,38,,,,,,,,,2,,11,,1,164,4,,1,,,45,,2,,,,,,,,,,,,,,,57,,1,,15,22,11,,,,210,,,32,,947
95454,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,,1,,,,,,,1,34,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,,15,,,,,,,,,,,1,,2,46,,,,,1,1,,,,,,,,,,,,,,,,,9,,,1,,4,2,,,,,,,1,,178
95460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3
95461,,,,,,,,,,7,,,,,,,2,,,,,,,,2,24,,,,,,,,,,,,,,,2,,105,13,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,79,5,,36,,,,,,,,,2,,18,2,,122,2,,,,,40,2,,,,,,,,,,,,,,,,62,1,1,,13,32,16,,,,,,,20,1,677
95464,,,,,1,,,,,3,,,,,,,4,,,,,4,,,,4,,,,,,,,,,,,,,,,,23,2,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,5,,,,,,,,,1,,,,,36,,,,,,9,,1,,,,,,,,,,,,,,,15,,,,,2,1,,,,,264,,9,,416
95466,,,,,,,,,,2,,,,,,,1,,,,,1,,,,4,,,,,,,,,,,,,,0,,,50,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,22,,,,,,,,,,,4,,,55,,,,,,5,,1,,,,,,,,,,,,,,,16,,,,1,,,,,,,,,4,,224
95472,,,,,3,,,,,15,,,,,,,5,,,,,6,,,1,23,,,,,,,,,,,,,,,3,,62,6,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,64,20,,19,,,,,,,,,5,,4,2,,134,6,,2,,,37,,,,,10,,,,,,,,,,,,66,2,1,1,2,6,3,,,,,,,33,1,585
95476,,,,,4,,,,,23,,,,,,,16,,,,,6,,,1,16,,,,,,,,,,,,,,,4,1,84,4,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,8,67,25,,28,,,,,,,,,1,,19,2,9,328,12,,24,1,,278,2,,,,,,,,,,,,,,,,306,5,3,,12,20,10,,,,,,,126,5,1499
95482,,,,,21,,,,,80,,,1,,,,65,,,,,36,,,8,153,,,,,,,,,,,1,,,,4,4,568,23,,,,,,,363,,,,,,,,,,,,,,,,,,,,,,,,,7,290,12,,157,,,,,,,,,13,,60,3,12,852,12,,1,3,,230,,,,,5,,,,,,,,,,,,307,1,6,2,38,56,28,,,154,13,233,,148,1,3971
95490,,,,,3,,,,,15,,,,,,,10,,,,,8,,,11,52,,,,,,,,,,,,,,0,2,3,164,8,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,2,81,16,,53,,,,,,,,,3,,19,1,5,217,3,,,,,41,,,,,,,,,,,,,,,,,66,,1,,,2,1,,,,,,,19,,909
95492,,,,,3,,,,,27,,,,,,,9,,,,,6,,,2,34,,,,,,,,,1,,,,,,1,1,129,7,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,1,99,5,,35,,,,,,,,,1,,13,,2,211,4,,1,,,48,,1,,,,,,,,,,,,,,,68,,1,,3,24,12,,,,,59,,39,,909
95501,,,,,8,,,,,45,,,1,,,,44,,,,,25,,1,7,111,,,,,,,,2,,,,,,0,3,1,311,6,,,,,,,162,,,,,,,,,,0,,,,,,,,,,,,,,,,63,13,,100,,,,,,,,,7,,31,12,4,517,18,,3,8,,211,8,,,,24,,,,,,,,,,,,237,5,2,3,3,4,2,,,,,,,167,3,2172
95503,,,,,7,,,2,,66,,,,,,,56,,,,,23,,3,25,255,,,,,,,,,,,,,,,3,4,738,8,,,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,5,109,4,,243,,,,,,,,,20,,85,4,13,1118,21,,9,17,1,604,1,1,,,46,,,,,,,,,,,,549,7,2,,4,8,4,,,,,,,452,7,4926
95519,,,,,4,,,,,35,,,,,,,34,,,,,12,,,14,121,,,,,,,,,,,,,,,,1,286,5,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,105,,,,,,,,,5,,41,,4,352,3,,3,11,,103,5,,,,35,4,,,,,,,,,,,171,,,,1,,,,,,,,,81,,1658
95521,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,8,,,,,,,,,,,,,,,,,38,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,,,,,,,,,,,4,0,,48,0,,,1,,15,,1,,,,,,,,,,,,,,,16,,,1,,,,,,,,,,12,,192
95526,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,37
95531,,,,,9,,,2,,89,,,1,,1,,65,,,,1,23,,,17,187,,,,,,,,,,,,,,,,3,426,6,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,188,,,,,,,,,14,,39,,6,604,8,,8,11,1,200,,3,,,67,4,,,,,,,,,,,241,2,1,3,,4,2,,,,,,,164,2,2713
95540,,,,,11,,,1,,52,,,,,,,57,,,,,34,,,14,99,,,,,,,,,,,,,,,,,443,4,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,,115,,,,,,,,,10,,61,,,522,5,,1,5,,206,3,,,,19,,,,,,,,,,,,204,1,,,2,,,,,,,,,131,,2310
95542,,,,,2,,,2,,5,,,,,,,8,,,,,5,,,5,37,,,,,,,,,,,,,,,,,91,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,5,45,8,,26,,,,,,,,,1,,11,,2,119,2,,,,,115,,24,,,,,,,,,,,,,,,63,1,,,,,,,,,,,,17,1,654
95546,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,13,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,2,,,9,,,1,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,42
95548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,8
95552,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,24,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,,,,,,,,,,,2,,,30,1,,,,,8,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,3,,112
95560,,,,,1,,,,,3,,,,,,,2,,,,,2,,,,6,,,,,,,,,,,,,,,,1,17,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,1,24,,,,,,2,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,2,,90
95562,,,,,55,,,4,1,109,,,1,,1,,118,,,,,75,,,9,88,,,,,,,,,,,,,,,2,1,222,3,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,68,26,,80,,,,,,,,,6,,38,5,2,337,12,,1,5,1,223,4,,,,61,2,,,,,,,,,,,196,5,,,,2,1,,,,,,,79,1,2011
95567,,,,,,,,,1,4,,1,,,2,,2,,,,1,,,,2,5,,,,,,,,,,,,,,,1,2,40,1,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,,,,,,,,,4,,4,,1,46,3,,3,1,,8,,,,,17,,,,,,,,,,,,18,,1,,,,,,,,,,,7,,207
95568,,,,,,,,,,,,,,,,,4,,,,,,,,,4,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,22,0,,,,,0,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,70
95570,,,,,,,,1,,2,,,,,,,1,,,,,1,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,14,1,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,51
95573,,,,,1,,,,,13,,,,,,,9,,,,,3,,,2,34,,,,,,,,,,,,,,,1,,146,3,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,68,,,,,,,,,4,,17,1,,157,5,,,,,20,,,,,,,,,,,,,,,,,56,1,,,4,,,,,,,,,8,1,656
95585,,,,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,9,1,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,,,,,,,,,,,,,,15,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,57
95589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,9,,,,,,0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,,26
95595,,,,,2,,,,,,,,,,,,2,,,,,1,,1,1,,,,,,,,,,3,,,,,,,19,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,10,7,,,1,,,,,,,,,,,1,,21,4,,,,,,2,1,,,,1,1,,,,,,,,,,,4,,,,,,,,,,,,,,,91
95602,,,,,3,,,1,,13,,,,,,,8,,,,,7,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,1,,,1,,32,2,,,1,,9,,,,,,,,,,,,,,,,,20,,1,,1,2,1,,,,,226,,9,,363
95603,,,,,6,,,4,,57,,,,,,,22,,,,,24,,4,5,65,,,,,,,,,1,,,,,,3,2,188,17,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,1,58,2,,69,,,,,,,,,19,,23,,3,452,16,,3,,1,217,2,,,,,,,,,,1,,,,,,307,7,8,,55,114,57,,,,,,,158,7,2065
95605,,,,,,,,,,3,,,,,,,2,,,,,2,,,3,26,,,,,,,,,,,,,,,,,35,5,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,8,,,,,,,,,1,,1,,1,109,1,,1,,,33,,,,,,,,,,,,,,,,,65,,9,1,17,68,34,,,,,,,32,0,492
95608,,,,,,,,,,7,,,,,,,2,,,,,1,,,1,14,,,,,,,,,,,,,,,,,33,4,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,11,,,,,,,,,1,,5,,,139,3,,1,,,80,,,,,,,,,,,,,,,1,1,98,1,6,,28,78,39,,,123,,,,63,2,771
95610,,,,,,,,,,10,,,,,,,2,,,,,1,,,,15,,,,,,,,,,,,,,,,,37,6,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,10,,,,,,,,,2,,5,,3,146,6,,,2,,76,,,,,,,,,,,,,,,,,102,1,4,,25,96,48,6,2,115,82,,,52,1,905
95616,,,,,3,,,,,19,,,,,,,9,,,,,7,,,,21,,,,,,,,,,,,,,,,,33,10,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,11,,,,,,,,,,,11,,5,222,5,,2,,,143,1,,,,,,,,,,,,,,,,133,4,17,,35,122,61,,,20,,,,111,4,1063
95620,,,,,4,,,3,1,26,,,,,,,13,,,,,10,,,2,31,,,,,,,,,,,,,,,2,2,83,9,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,64,29,,32,,,,,,,,,4,,20,1,6,221,13,,3,2,,162,,4,2,3,15,1,,,,,,,,,,1,172,4,16,,40,64,32,,,184,71,28,,109,5,1548
95621,,,,,2,,,,,4,,,,,,,2,,,,,2,,,,12,,,,,,,,,,,,,,,,,15,2,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,4,,,,,,,,,1,,2,,,55,,,,,,16,,,,,,,,,,,,,,,,,30,,5,,4,14,7,,,,,1,,15,,213
